5,0,0,0,1
7,1,1,1,0
8,0,0,1,0
10,0,0,0,1
11,0,0,1,1
25,0,0,0,1
29,0,1,0,1
30,0,0,0,1
31,1,0,1,1
33,0,0,0,1
34,0,0,0,1
35,0,0,0,1
36,0,0,0,1
